symbol,company,series,arm,last_close,market_cap_cr,median_turnover_cr,min_turnover_cr,median_trades,median_volume,band_pct,circuit_days,circuit_frac,sessions_seen,sessions_traded,listing_date,listing_age_days,in_index_universe,mcap_pending,last_date,gsm_stage,asm,exclude_reason,gate_reason
MCX,Multi Commodity Exchange of India Limited,EQ,,2730.0,71755.0,684.913,273.721,137271.0,2473000.0,,0,0.0,25,25,2012-03-09,5250.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MEDANTA,Global Health Limited,EQ,,1371.0,36317.0,20.528,4.497,15628.0,158633.0,20.0,0,0.0,25,25,2022-11-16,1346.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,,340.05,2540.0,3.375,1.413,4908.0,95994.0,20.0,0,0.0,25,25,2024-01-23,913.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MEDICAMEQ,Medicamen Biotech Limited,EQ,,241.85,,0.507,0.171,684.0,20619.0,20.0,0,0.0,25,25,2021-10-27,1731.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging"
MEDICO,Medico Remedies Limited,EQ,price,37.99,,0.192,0.08,513.0,49739.0,20.0,0,0.0,25,25,2022-05-26,1520.0,False,False,2026-07-24,,,illiquid: Rs19 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs19 lakh median daily turnover (floor Rs50 lakh)
MEDPLUS,Medplus Health Services Limited,EQ,,720.55,9875.0,8.723,2.146,8523.0,106046.0,20.0,0,0.0,25,25,2021-12-23,1674.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MEESHO,Meesho Limited,EQ,,185.24,86286.0,242.516,85.324,102276.0,12508840.0,20.0,0,0.0,25,25,2025-12-10,226.0,True,False,2026-07-24,,,"listed 226d ago — under a year of history, no trend to read","listed 226d ago — under a year of history, no trend to read"
MEGASTAR,Megastar Foods Limited,EQ,mcap,340.8,385.0,2.122,0.131,1400.0,58508.0,20.0,0,0.0,25,25,2022-02-16,1619.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging"
MENNPIS,Menon Pistons Limited,EQ,price,73.97,,0.834,0.049,1429.0,114763.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read","listed 95d ago — under a year of history, no trend to read"
MENONBE,Menon Bearings Limited,BE,,161.7,1198.0,2.838,1.601,3190.0,161840.0,5.0,0,0.0,5,5,2015-03-09,4155.0,False,False,2026-06-25,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news
MERCANTILE,Mercantile Ventures Limited,EQ,price,24.52,,0.004,0.001,36.0,1818.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read; illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 36 trades/day median — one operator's book, not a market","listed 95d ago — under a year of history, no trend to read; illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 36 trades/day median — one operator's book, not a market"
METAL,,,price,12.53,,2.914,1.539,7183.0,2313384.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
METALIETF,,,price,12.5,,10.496,5.329,9554.0,8276136.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
METROBRAND,Metro Brands Limited,EQ,,1021.9,27853.0,4.503,1.154,5100.0,43420.0,20.0,0,0.0,25,25,2021-12-22,1675.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
METROGLOBL,Metroglobal Limited,EQ,,129.79,,0.023,0.002,78.0,1726.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 78 trades/day median — one operator's book, not a market","listed 95d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 78 trades/day median — one operator's book, not a market"
METROPOLIS,Metropolis Healthcare Limited,EQ,,570.25,11823.0,10.985,4.856,12978.0,196999.0,20.0,0,0.0,25,25,2019-04-15,2657.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MFML,Mahalaxmi Fabric Mills Limited,EQ,price,18.75,,0.009,0.001,78.0,4024.0,20.0,0,0.0,25,25,2024-08-27,696.0,False,False,2026-07-24,,,"illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 78 trades/day median — one operator's book, not a market","illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 78 trades/day median — one operator's book, not a market"
MFSL,Max Financial Services Limited,EQ,,1515.5,55101.0,104.887,38.756,38677.0,640616.0,,0,0.0,25,25,2000-05-17,9564.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MGL,Mahanagar Gas Limited,EQ,,1077.0,11148.0,16.572,6.266,13133.0,146114.0,20.0,0,0.0,25,25,2016-07-01,3675.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,,139.58,,0.241,0.036,276.0,17212.0,5.0,6,0.24,25,25,2022-01-27,1639.0,False,False,2026-07-24,,,"5% circuit band — cannot exit on bad news; illiquid: Rs24 lakh median daily turnover (floor Rs50 lakh); only 276 trades/day median — one operator's book, not a market; closed at circuit on 24% of sessions — a stop cannot fill in a locked market","5% circuit band — cannot exit on bad news; illiquid: Rs24 lakh median daily turnover (floor Rs50 lakh); only 276 trades/day median — one operator's book, not a market; closed at circuit on 24% of sessions — a stop cannot fill in a locked market"
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,,218.85,4422.0,3.283,1.31,3440.0,136382.0,20.0,0,0.0,25,25,2009-07-16,6217.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MICEL,MIC Electronics Limited,BE,price,39.19,,1.784,1.549,2743.0,443552.0,5.0,0,0.0,9,9,2021-12-17,1680.0,False,False,2026-07-02,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news
MID150,,,price,23.08,,0.109,0.032,180.0,47061.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs11 lakh median daily turnover (floor Rs50 lakh); only 180 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs11 lakh median daily turnover (floor Rs50 lakh); only 180 trades/day median — one operator's book, not a market"
MID150BEES,,,,234.83,,17.095,9.299,7607.0,715523.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
MID150CASE,,,price,11.42,,1.412,0.909,3517.0,1224094.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
MIDCAP,,,price,18.06,,0.729,0.299,817.0,397597.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
MIDCAPADD,,,price,22.78,,0.016,0.003,38.0,6830.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 38 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 38 trades/day median — one operator's book, not a market"
MIDCAPBETA,,,,227.86,,0.052,0.012,45.0,2216.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs5 lakh median daily turnover (floor Rs50 lakh); only 45 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs5 lakh median daily turnover (floor Rs50 lakh); only 45 trades/day median — one operator's book, not a market"
MIDCAPETF,,,price,23.19,,5.302,2.901,7626.0,2290157.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
MIDCAPIETF,,,price,23.52,,2.457,1.079,2591.0,1034954.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
MIDHANI,Mishra Dhatu Nigam Limited,EQ,,392.7,8015.0,23.073,12.096,13269.0,545440.0,20.0,0,0.0,25,25,2018-04-04,3033.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MIDQ50ADD,,,price,24.65,,0.086,0.026,131.0,18818.0,20.0,1,0.04,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs9 lakh median daily turnover (floor Rs50 lakh); only 131 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs9 lakh median daily turnover (floor Rs50 lakh); only 131 trades/day median — one operator's book, not a market"
MIDSELIETF,,,price,19.14,,0.492,0.161,735.0,254972.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs49 lakh median daily turnover (floor Rs50 lakh),not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs49 lakh median daily turnover (floor Rs50 lakh)
MIDSMALL,,,price,50.07,,1.305,0.754,953.0,257152.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
MIDWESTLTD,Midwest Limited,EQ,,1234.2,4463.0,1.677,0.581,1253.0,13070.0,10.0,0,0.0,25,25,2025-10-24,273.0,False,False,2026-07-24,,,"listed 273d ago — under a year of history, no trend to read","listed 273d ago — under a year of history, no trend to read"
MINDACORP,Minda Corporation Limited,EQ,,676.45,16811.0,22.34,5.632,17518.0,330070.0,20.0,0,0.0,25,25,2014-10-16,4299.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MINDTECK,Mindteck (India) Limited,EQ,mcap,195.04,623.0,1.465,0.473,1435.0,70821.0,20.0,0,0.0,25,25,2016-08-02,3643.0,False,False,2026-07-24,,,,
MIRZAINT,Mirza International Limited,EQ,price+mcap,35.06,485.0,1.0,0.33,1519.0,271431.0,20.0,0,0.0,25,25,1999-04-28,9949.0,False,False,2026-07-24,,,,
MITTAL,Mittal Life Style Limited,EQ,price,0.91,,0.033,0.007,257.0,345912.0,20.0,0,0.0,25,25,2020-04-29,2277.0,False,False,2026-07-24,,,"price Rs0.91 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 257 trades/day median — one operator's book, not a market","price Rs0.91 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 257 trades/day median — one operator's book, not a market"
MKPL,M K Proteins Limited,EQ,price,4.13,,0.061,0.026,408.0,128006.0,20.0,0,0.0,25,25,2023-06-13,1137.0,False,False,2026-07-24,,,price Rs4.13 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs6 lakh median daily turnover (floor Rs50 lakh),price Rs4.13 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs6 lakh median daily turnover (floor Rs50 lakh)
MMFL,MM Forgings Limited,EQ,,551.85,2664.0,6.583,1.073,4705.0,126620.0,20.0,0,0.0,25,25,2006-12-20,7156.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MMP,MMP Industries Limited,EQ,mcap,281.7,716.0,1.043,0.468,1328.0,36541.0,20.0,0,0.0,25,25,2020-01-09,2388.0,False,False,2026-07-24,,,,
MMTC,MMTC Limited,EQ,,61.52,9228.0,12.938,5.21,9923.0,1914669.0,20.0,0,0.0,25,25,2012-04-09,5219.0,True,False,2026-07-24,,,"not penny/nano — too big on both arms: a Rs62 share of a Rs9,228 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",
MNC,,,price,33.37,,0.187,0.037,318.0,56138.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs19 lakh median daily turnover (floor Rs50 lakh),not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs19 lakh median daily turnover (floor Rs50 lakh)
MOALPHA50,,,price,52.9,,0.027,0.001,55.0,5065.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 55 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 55 trades/day median — one operator's book, not a market"
MOBANK10,,,price,16.88,,0.038,0.012,93.0,21870.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 93 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 93 trades/day median — one operator's book, not a market"
MOBIKWIK,One Mobikwik Systems Limited,EQ,,201.02,1585.0,17.791,10.482,8081.0,893736.0,20.0,0,0.0,25,25,2024-12-18,583.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MOCAPITAL,,,price,52.81,,4.148,2.508,2957.0,740356.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
MODEFENCE,,,,102.55,,14.617,7.766,8477.0,1430841.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
MODIRUBBER,Modi Rubber Limited,EQ,,125.86,,0.02,0.003,47.0,1524.0,20.0,0,0.0,25,25,1996-02-07,11125.0,False,False,2026-07-24,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 47 trades/day median — one operator's book, not a market","illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 47 trades/day median — one operator's book, not a market"
MODIS,Modis Navnirman Limited,EQ,mcap,392.1,768.0,0.968,0.047,487.0,27570.0,20.0,0,0.0,25,25,2025-11-14,252.0,False,False,2026-07-24,,,"listed 252d ago — under a year of history, no trend to read","listed 252d ago — under a year of history, no trend to read"
MODTHREAD,Modern Threads (India) Limited,EQ,price,47.66,,0.004,0.0,24.0,861.0,10.0,2,0.08,25,25,1995-11-22,11202.0,False,False,2026-07-24,,,"illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 24 trades/day median — one operator's book, not a market","illiquid: Rs0 lakh median daily turnover (floor Rs50 lakh); only 24 trades/day median — one operator's book, not a market"
MOENERGY,,,price,39.06,,0.61,0.311,823.0,153596.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
MOGOLD,,,,141.15,,0.433,0.123,475.0,30873.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs43 lakh median daily turnover (floor Rs50 lakh),not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs43 lakh median daily turnover (floor Rs50 lakh)
MOGSEC,,,price,64.97,,0.02,0.002,96.0,3099.0,5.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 96 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 96 trades/day median — one operator's book, not a market"
MOHEALTH,,,price,50.24,,0.372,0.201,593.0,73059.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs37 lakh median daily turnover (floor Rs50 lakh),not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs37 lakh median daily turnover (floor Rs50 lakh)
MOHITIND,Mohit Industries Limited,EQ,price,23.0,,0.017,0.001,66.0,7024.0,20.0,0,0.0,25,25,2013-03-14,4880.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 66 trades/day median — one operator's book, not a market","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 66 trades/day median — one operator's book, not a market"
MOIL,MOIL Limited,EQ,,268.85,5742.0,9.663,4.184,8873.0,349178.0,20.0,0,0.0,25,25,2010-12-15,5700.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
MOINFRA,,,price,60.46,,0.018,0.007,62.0,2943.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 62 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 62 trades/day median — one operator's book, not a market"
MOIPO,,,price,45.59,,0.024,0.001,40.0,5186.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 40 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 40 trades/day median — one operator's book, not a market"
MOKSH,Moksh Ornaments Limited,EQ,price,10.72,,0.083,0.018,187.0,74919.0,20.0,0,0.0,25,25,2021-05-21,1890.0,False,False,2026-07-24,,,"illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 187 trades/day median — one operator's book, not a market","illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 187 trades/day median — one operator's book, not a market"
MOL,Meghmani Organics Limited,EQ,price,54.46,1386.0,1.996,1.002,3011.0,402618.0,20.0,0,0.0,25,25,2021-08-18,1801.0,False,False,2026-07-24,,,,
MOLDTECH,Mold-Tek Technologies Limited,EQ,,134.68,,0.435,0.146,625.0,32336.0,20.0,0,0.0,25,25,2016-07-07,3669.0,False,False,2026-07-24,,,illiquid: Rs44 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs44 lakh median daily turnover (floor Rs50 lakh)
